Production_budget_m,Domestic_gross_m,Worldwide_gross_m,Budget_Level
60.0,50.024083,104.324083,High
60.0,47.836282,70.893782,High
60.0,47.795018,160.7,High
60.0,47.003582,95.53856,High
60.0,46.850558,68.336997,High
60.0,46.000903,104.100903,High
60.0,45.020282,197.578586,High
60.0,44.936545,105.523737,High
60.0,43.337279,57.604723,High
60.0,43.31389,82.812456,High
60.0,43.254409,67.312826,High
60.0,43.061982,82.150183,High
60.0,42.19406,108.996113,High
60.0,40.572825,81.079566,High
60.0,40.08141,78.48141,High
60.0,37.491364,124.514011,High
60.0,37.017955,88.83221,High
60.0,36.850101,36.850101,High
60.0,36.280697,78.080697,High
60.0,35.763137,47.818913,High
60.0,35.327628,121.327628,High
60.0,33.956608,33.956608,High
60.0,32.983332,32.983332,High
60.0,32.522352,47.371191,High
60.0,32.138862,62.599159,High
60.0,32.122249,54.994757,High
60.0,31.853584,38.52245,High
60.0,31.165421,75.965567,High
60.0,30.695227,39.235486,High
60.0,30.063805,30.317425,High
60.0,29.136626,84.154026,High
60.0,28.426747,147.985373,High
60.0,26.673242,26.673954,High
60.0,26.483452,80.767884,High
60.0,25.473093,49.473093,High
60.0,23.385416,48.585416,High
60.0,22.672813,49.238525,High
60.0,19.806188,39.006188,High
60.0,18.208078,20.541668,High
60.0,15.16247,47.853893,High
60.0,14.218868,14.816494,High
60.0,13.09063,14.816379,High
60.0,12.069719,12.069719,High
60.0,11.803254,50.648806,High
60.0,11.338107,37.537773,High
60.0,10.166502,10.59707,High
60.0,9.420546,24.148488,High
60.0,7.696134,30.396134,High
60.0,4.81079,4.81079,High
60.0,4.426297,11.42709,High
60.0,0.30046,2.366073,High
59.0,43.242871,97.459106,High
59.0,16.79079,28.296983,High
58.0,363.070709,781.947691,High
58.0,350.126372,547.326372,High
58.0,80.069458,158.952243,High
58.0,53.715611,188.715611,High
58.0,53.458319,87.1,High
58.0,49.876377,50.365498,High
58.0,48.31813,100.687083,High
58.0,44.672764,93.672764,High
58.0,35.231365,59.431365,High
58.0,31.373938,41.348628,High
58.0,30.234022,101.81566,High
58.0,29.580087,80.480566,High
57.5,152.647258,415.247258,High
57.5,60.128566,295.87419,High
57.0,28.328132,38.329114,High
57.0,25.528495,62.097495,High
56.2,128.002372,212.416317,High
56.0,135.560942,195.484552,High
56.0,113.00688,198.00688,High
56.0,46.213824,47.856383,High
55.0,335.451311,1069.121583,High
55.0,330.151138,679.835137,High
55.0,217.326974,362.605033,High
55.0,216.303339,882.20526,High
55.0,177.784257,366.784257,High
55.0,166.22504,330.42504,High
55.0,162.586036,307.311093,High
55.0,141.579773,347.1,High
55.0,134.218018,300.2,High
55.0,128.814019,273.814019,High
55.0,114.43401,381.367046,High
55.0,107.136417,220.648184,High
55.0,104.354205,232.354205,High
55.0,102.826543,351.767147,High
55.0,101.530738,192.903624,High
55.0,100.40776,371.985018,High
55.0,100.328194,282.3,High
55.0,98.711404,152.269033,High
55.0,93.932896,163.838217,High
55.0,91.387195,159.387195,High
55.0,89.706988,214.392904,High
55.0,83.015089,212.2,High
55.0,78.750909,198.750909,High
55.0,76.223578,252.410984,High
55.0,71.565669,196.565669,High
55.0,66.458769,98.699769,High
55.0,63.408614,63.408614,High
55.0,58.42265,149.02265,High
55.0,56.932305,71.189835,High
55.0,56.679192,122.079192,High
55.0,55.75048,110.387072,High
55.0,52.07527,129.07527,High
55.0,51.225796,153.770052,High
55.0,51.178893,79.312301,High
55.0,50.047179,151.947179,High
55.0,48.023088,77.548122,High
55.0,42.326031,83.508259,High
55.0,41.610884,70.692101,High
55.0,39.440655,90.552675,High
55.0,39.440655,90.552675,High
55.0,38.564422,38.564422,High
55.0,35.739802,113.80558,High
55.0,34.353,67.130045,High
55.0,34.234008,47.213095,High
55.0,34.105207,34.105207,High
55.0,33.479698,43.980363,High
55.0,32.732301,43.070915,High
55.0,31.09032,74.966854,High
55.0,31.051126,136.143605,High
55.0,29.975167,43.646976,High
55.0,21.226204,60.209334,High
55.0,18.582965,18.582965,High
55.0,16.28524,74.870866,High
55.0,16.222392,22.438144,High
55.0,12.882934,12.923936,High
55.0,11.532774,11.532774,High
55.0,7.221458,9.521458,High
55.0,6.768055,28.231444,High
55.0,5.755286,6.521829,High
55.0,0.079161,1.80799,High
54.0,75.80201,130.40201,High
54.0,69.951824,166.617328,High
54.0,26.850426,50.719373,High
54.0,6.087542,7.126002,High
53.012938,70.327868,107.190108,High
53.0,80.270227,109.848461,High
53.0,73.357727,131.159781,High
53.0,62.575678,98.837872,High
53.0,58.403409,139.801096,High
53.0,45.207112,54.207112,High
53.0,33.602376,63.657941,High
53.0,25.031037,50.187789,High
53.0,22.852487,22.852487,High
52.5,95.720716,134.612435,High
52.0,144.130063,592.235962,High
52.0,118.703275,205.727307,High
52.0,110.485654,217.569328,High
52.0,42.4383,110.4,High
52.0,37.243418,75.997067,High
52.0,36.400491,97.709034,High
52.0,34.580635,47.407635,High
52.0,23.010607,26.922492,High
51.0,90.570999,149.270999,High
51.0,35.851379,99.624873,High
51.0,35.093569,46.815807,High
50.2,62.495645,126.931325,High
50.0,296.623634,687.557727,Mid
50.0,267.655011,491.812794,Mid
50.0,218.66574,556.016627,Mid
50.0,191.719337,331.333876,Mid
50.0,165.493908,390.5,Mid
50.0,153.952592,273.552592,Mid
50.0,135.014968,202.173,Mid
50.0,127.440871,217.194805,Mid
50.0,127.413176,172.246223,Mid
50.0,127.004179,257.972745,Mid
50.0,126.293452,171.269535,Mid
50.0,125.548685,257.805243,Mid
50.0,115.715889,213.591522,Mid
50.0,115.234093,346.727372,Mid
50.0,105.80752,178.503788,Mid
50.0,103.804407,173.453994,Mid
50.0,97.690976,225.990976,Mid
50.0,91.74216,222.383055,Mid
50.0,91.137662,159.745279,Mid
50.0,88.715192,128.402901,Mid
50.0,88.634237,185.798265,Mid
50.0,86.089513,216.564839,Mid
50.0,81.903458,179.769457,Mid
50.0,81.526121,161.626121,Mid
50.0,81.022333,152.022333,Mid
50.0,79.957634,186.450317,Mid
50.0,75.941727,161.941727,Mid
50.0,75.62455,118.729073,Mid
50.0,75.605492,111.300835,Mid
50.0,73.701902,96.469187,Mid
50.0,67.823573,190.023573,Mid
50.0,67.32813,94.374749,Mid
50.0,67.172595,105.103784,Mid
50.0,66.711892,117.211892,Mid
50.0,62.802303,104.002303,Mid
50.0,60.47022,88.316835,Mid
50.0,58.640119,71.052604,Mid
50.0,56.758835,236.799211,Mid
50.0,55.703475,214.949716,Mid
50.0,52.752475,119.114494,Mid
50.0,51.342,135.569212,Mid
50.0,50.82462,92.690959,Mid
50.0,50.740078,125.168734,Mid
50.0,50.151543,97.651543,Mid
50.0,50.06831,50.06831,Mid
50.0,48.751189,82.751189,Mid
50.0,48.265581,80.36997,Mid
50.0,48.169156,48.169156,Mid
50.0,47.602194,150.429371,Mid
50.0,47.119388,76.073556,Mid
50.0,46.982632,94.704227,Mid
50.0,46.888441,104.013627,Mid
50.0,44.819352,91.378886,Mid
50.0,44.737059,50.054511,Mid
50.0,44.705766,49.105766,Mid
50.0,43.034523,86.234503,Mid
50.0,42.586861,119.180938,Mid
50.0,41.476097,41.476097,Mid
50.0,41.26314,62.967368,Mid
50.0,41.083108,55.489826,Mid
50.0,39.778599,39.778599,Mid
50.0,38.590458,38.590458,Mid
50.0,38.122883,62.209892,Mid
50.0,37.485528,49.842431,Mid
50.0,36.261763,59.596747,Mid
50.0,35.18864,46.11264,Mid
50.0,34.645374,34.645374,Mid
50.0,33.644788,89.89593,Mid
50.0,33.109743,113.309743,Mid
50.0,32.746941,108.66027,Mid
50.0,31.874869,56.643267,Mid
50.0,30.306268,83.306268,Mid
50.0,29.819114,36.976336,Mid
50.0,28.848693,55.348693,Mid
50.0,27.669725,80.583311,Mid
50.0,27.10003,27.10003,Mid
50.0,26.623701,64.477051,Mid
50.0,26.599248,42.598498,Mid
50.0,26.461644,71.561644,Mid
50.0,26.199517,26.199517,Mid
50.0,25.450527,53.850527,Mid
50.0,25.426861,25.426861,Mid
50.0,25.19505,40.119848,Mid
50.0,25.106325,56.890649,Mid
50.0,24.006726,34.806726,Mid
50.0,23.159305,31.333917,Mid
50.0,21.903748,53.95648,Mid
50.0,21.596445,26.121638,Mid
50.0,21.30234,41.642166,Mid
50.0,20.810036,23.237252,Mid
50.0,20.534907,42.002029,Mid
50.0,19.699706,22.099706,Mid
50.0,19.694635,28.920188,Mid
50.0,19.452138,60.282876,Mid
50.0,18.782227,41.982227,Mid
50.0,17.181265,56.077088,Mid
50.0,15.138334,37.994866,Mid
50.0,14.271297,14.271297,Mid
50.0,11.497497,26.097497,Mid
50.0,10.721033,41.042583,Mid
50.0,10.561038,10.561038,Mid
50.0,10.359006,10.359006,Mid
50.0,10.169202,23.574057,Mid
50.0,9.81287,9.81287,Mid
50.0,8.742261,12.660287,Mid
50.0,8.355815,8.374062,Mid
50.0,8.267544,45.28589,Mid
50.0,8.237403,12.732039,Mid
50.0,8.017467,37.472651,Mid
50.0,6.471394,6.626115,Mid
50.0,6.291602,6.291602,Mid
50.0,5.801249,11.285154,Mid
50.0,5.437971,5.983043,Mid
50.0,1.22433,8.004221,Mid
50.0,0.102118,26.387039,Mid
50.0,0.102118,26.387039,Mid
50.0,0.046425,15.505922,Mid
49.0,60.477943,120.592276,Mid
49.0,43.905746,72.689126,Mid
49.0,31.569268,105.002056,Mid
49.0,20.423389,20.423389,Mid
49.0,12.816367,71.004627,Mid
48.0,197.171806,474.171806,Mid
48.0,129.094024,248.218486,Mid
48.0,124.107476,208.3,Mid
48.0,95.308367,196.308367,Mid
48.0,73.11813,125.213018,Mid
48.0,69.304264,124.304264,Mid
48.0,67.363237,119.736188,Mid
48.0,66.48809,151.46309,Mid
48.0,60.652036,107.752036,Mid
48.0,60.022256,112.610386,Mid
48.0,56.607223,86.607223,Mid
48.0,53.606916,71.171825,Mid
48.0,50.31514,64.97814,Mid
48.0,37.879996,90.376224,Mid
48.0,37.562568,77.562568,Mid
48.0,25.928721,25.928721,Mid
47.5,42.754105,113.24429,Mid
47.5,15.436808,22.152137,Mid
47.0,103.738726,162.738726,Mid
47.0,100.546139,202.75497,Mid
47.0,60.240295,102.825796,Mid
47.0,46.293855,46.293855,Mid
47.0,29.781453,29.781453,Mid
47.0,14.970038,14.970038,Mid
47.0,10.547117,11.022696,Mid
47.0,5.707094,12.9,Mid
46.5,7.100177,23.726626,Mid
46.0,126.813153,298.923419,Mid
46.0,93.607673,160.648493,Mid
46.0,92.027888,150.0,Mid
46.0,85.336277,250.397798,Mid
46.0,67.263182,113.622499,Mid
46.0,61.002302,113.310547,Mid
46.0,59.003384,100.833145,Mid
45.0,181.410615,302.710615,Mid
45.0,139.854287,377.807404,Mid
45.0,130.531208,358.5,Mid
45.0,110.000082,155.2,Mid
45.0,106.807667,213.420951,Mid
45.0,104.89753,185.736412,Mid
45.0,101.70437,243.180937,Mid
45.0,100.768056,187.995859,Mid
45.0,95.149435,134.713435,Mid
45.0,93.466502,174.807445,Mid
45.0,92.115211,117.615211,Mid
45.0,88.625922,160.971922,Mid
45.0,83.287363,178.1,Mid
45.0,82.931301,155.931301,Mid
45.0,76.261036,104.505352,Mid
45.0,75.395035,174.278214,Mid
45.0,71.423726,90.523726,Mid
45.0,71.27742,141.189101,Mid
45.0,70.141876,131.237688,Mid
45.0,67.264877,76.665507,Mid
45.0,67.061228,135.808837,Mid
45.0,66.790248,66.790248,Mid
45.0,65.598907,136.998907,Mid
45.0,62.318875,113.417762,Mid
45.0,61.696436,68.590003,Mid
45.0,60.786269,113.916474,Mid
45.0,59.472278,246.546998,Mid
45.0,58.617334,58.617334,Mid
45.0,57.362581,170.362581,Mid
45.0,54.767494,115.097874,Mid
45.0,53.854588,75.854588,Mid
45.0,51.019112,102.746214,Mid
45.0,50.648679,149.871103,Mid
45.0,48.114556,48.563556,Mid
45.0,47.3231,82.51349,Mid
45.0,46.815,94.215,Mid
45.0,46.290741,127.990741,Mid
45.0,40.501717,152.506414,Mid
45.0,38.399961,43.343247,Mid
45.0,36.895141,65.595141,Mid
45.0,35.627222,35.627222,Mid
45.0,32.00362,61.45342,Mid
45.0,31.581712,71.720838,Mid
45.0,28.142535,49.610898,Mid
45.0,28.013509,161.735791,Mid
45.0,27.447471,27.503491,Mid
45.0,25.200412,59.551283,Mid
45.0,24.343673,29.367143,Mid
45.0,22.95134,79.60482,Mid
45.0,22.532572,70.216497,Mid
45.0,22.345542,43.09221,Mid
45.0,20.404841,36.404841,Mid
45.0,20.150241,32.630599,Mid
45.0,20.133326,20.133326,Mid
45.0,19.71993,29.406132,Mid
45.0,17.811382,40.166138,Mid
45.0,17.220599,17.220599,Mid
45.0,16.809014,17.492014,Mid
45.0,15.541549,65.532491,Mid
45.0,15.527125,18.120267,Mid
45.0,15.298133,46.598133,Mid
45.0,13.668249,34.668249,Mid
45.0,13.414714,41.467606,Mid
45.0,13.109815,21.544732,Mid
45.0,11.203026,11.203026,Mid
45.0,10.76352,13.086137,Mid
45.0,8.406711,164.640401,Mid
45.0,7.916887,9.676497,Mid
45.0,7.262288,8.488871,Mid
45.0,4.617608,31.077418,Mid
45.0,3.681811,31.681811,Mid
45.0,2.15454,2.15454,Mid
44.5,136.025503,227.140757,Mid
44.0,183.87576,353.715317,Mid
44.0,150.415432,300.4,Mid
44.0,53.300852,165.600852,Mid
44.0,31.206263,48.478084,Mid
44.0,22.730924,22.730924,Mid
44.0,6.105175,12.342632,Mid
44.0,3.484331,3.484523,Mid
43.0,159.581587,229.727774,Mid
43.0,51.768623,80.013623,Mid
43.0,37.035515,62.063972,Mid
43.0,24.430272,63.078756,Mid
43.0,10.127625,22.876948,Mid
43.0,3.740823,46.41453,Mid
42.5,29.121498,76.347393,Mid
42.0,158.340892,270.340892,Mid
42.0,138.447667,202.812429,Mid
42.0,116.089678,363.718196,Mid
42.0,108.095955,218.838386,Mid
42.0,106.793915,227.793915,Mid
42.0,88.073507,173.04441,Mid
42.0,70.052444,131.052444,Mid
42.0,57.0,71.0,Mid
42.0,45.852178,60.129558,Mid
42.0,45.290318,73.239258,Mid
42.0,41.543207,63.7811,Mid
42.0,41.267469,41.267469,Mid
42.0,37.662162,91.678442,Mid
42.0,35.228696,56.438555,Mid
42.0,34.667015,156.167015,Mid
42.0,30.568743,41.926605,Mid
42.0,26.414527,36.197221,Mid
42.0,24.375436,56.331864,Mid
42.0,24.149632,60.437727,Mid
42.0,20.844907,20.844907,Mid
42.0,19.487173,66.787173,Mid
42.0,18.62,49.62144,Mid
42.0,5.66634,8.514325,Mid
42.0,4.40842,4.40842,Mid
41.0,116.724075,245.768384,Mid
41.0,96.36816,192.133784,Mid
41.0,96.36816,192.133784,Mid
41.0,22.108977,22.108977,Mid
41.0,7.204138,7.684524,Mid
40.0,293.506292,672.806292,Mid
40.0,209.218368,283.218368,Mid
40.0,176.591618,351.774938,Mid
40.0,166.16723,570.79495,Mid
40.0,165.36406,312.898746,Mid
40.0,163.958031,314.709717,Mid
40.0,150.098456,257.858943,Mid
40.0,138.614544,190.212113,Mid
40.0,126.57396,457.507776,Mid
40.0,125.095601,149.804632,Mid
40.0,118.450002,331.971868,Mid
40.0,116.735231,177.835231,Mid
40.0,108.766007,152.266007,Mid
40.0,107.533925,132.440066,Mid
40.0,96.962694,224.922135,Mid
40.0,94.125426,131.516178,Mid
40.0,93.953653,181.053657,Mid
40.0,90.862685,124.827316,Mid
40.0,90.71062,178.71062,Mid
40.0,90.411453,111.711453,Mid
40.0,89.138076,161.838076,Mid
40.0,88.055283,244.087259,Mid
40.0,86.260045,152.962083,Mid
40.0,86.20801,156.553592,Mid
40.0,83.911193,195.111193,Mid
40.0,81.612565,120.455994,Mid
40.0,81.292135,128.79213,Mid
40.0,75.764672,197.11571,Mid
40.0,75.505856,75.505856,Mid
40.0,75.305995,124.823094,Mid
40.0,74.10382,158.527918,Mid
40.0,72.313754,162.498338,Mid
40.0,72.266306,150.886329,Mid
40.0,72.01301,92.302502,Mid
40.0,70.836296,70.836296,Mid
40.0,70.405498,205.4,Mid
40.0,70.165972,137.047376,Mid
40.0,69.030436,133.345583,Mid
40.0,67.209615,169.023926,Mid
40.0,66.808615,145.23825,Mid
40.0,66.4777,187.384627,Mid
40.0,65.63105,200.266441,Mid
40.0,64.167069,139.474906,Mid
40.0,63.686397,136.123083,Mid
40.0,61.153526,92.994927,Mid
40.0,59.588068,141.484812,Mid
40.0,58.855732,58.855732,Mid
40.0,58.0092,87.145086,Mid
40.0,57.806952,58.501127,Mid
40.0,55.143823,71.743823,Mid
40.0,54.979992,87.949859,Mid
40.0,54.445357,105.945357,Mid
40.0,54.228104,75.38909,Mid
40.0,53.089891,104.407366,Mid
40.0,52.330111,114.830111,Mid
40.0,52.000688,127.234389,Mid
40.0,51.85345,55.249159,Mid
40.0,51.185,191.199996,Mid
40.0,50.866635,121.032272,Mid
40.0,50.572589,146.196885,Mid
40.0,49.851591,49.851591,Mid
40.0,47.958031,92.110539,Mid
40.0,47.907715,92.256918,Mid
40.0,47.047013,65.282732,Mid
40.0,46.012734,106.548738,Mid
40.0,45.916769,45.916769,Mid
40.0,44.94824,44.94824,Mid
40.0,44.212592,58.250151,Mid
40.0,42.587643,155.011165,Mid
40.0,42.402632,75.9847,Mid
40.0,42.071069,50.071069,Mid
40.0,38.543473,126.069509,Mid
40.0,38.180928,95.98959,Mid
40.0,37.752931,90.717684,Mid
40.0,37.412945,101.162106,Mid
40.0,37.134215,41.294674,Mid
40.0,36.665854,72.295262,Mid
40.0,36.443442,96.398826,Mid
40.0,36.343858,118.509836,Mid
40.0,36.037909,51.867723,Mid
40.0,34.416893,34.469241,Mid
40.0,33.864342,53.864342,Mid
40.0,33.562069,78.998245,Mid
40.0,33.035397,47.787943,Mid
40.0,32.862104,49.686263,Mid
40.0,31.886361,52.837989,Mid
40.0,31.8356,31.8356,Mid
40.0,31.715062,112.930957,Mid
40.0,31.011732,59.79507,Mid
40.0,30.98185,46.666955,Mid
40.0,30.316271,53.624424,Mid
40.0,30.199105,40.390931,Mid
40.0,29.817991,69.817991,Mid
40.0,29.374178,40.435694,Mid
40.0,29.077547,31.67062,Mid
40.0,28.54412,28.54412,Mid
40.0,28.370522,57.424952,Mid
40.0,27.682712,27.682712,Mid
40.0,27.466489,103.913405,Mid
40.0,27.053815,27.053815,Mid
40.0,26.844692,314.10119,Mid
40.0,26.814957,78.26997,Mid
40.0,25.584504,31.192425,Mid
40.0,25.288103,65.754228,Mid
40.0,25.126214,62.226214,Mid
40.0,24.827228,91.1266,Mid
40.0,24.172899,24.172899,Mid
40.0,22.7725,38.1725,Mid
40.0,22.433915,22.505932,Mid
40.0,22.365133,22.365133,Mid
40.0,21.218403,125.729635,Mid
40.0,21.176322,46.176322,Mid
40.0,21.002919,46.458811,Mid
40.0,20.706452,27.506412,Mid
40.0,20.350754,37.750754,Mid
40.0,20.278055,20.278055,Mid
40.0,20.1573,25.26868,Mid
40.0,19.019882,169.590606,Mid
40.0,18.450127,20.790486,Mid
40.0,17.318007,32.903549,Mid
40.0,16.790139,26.033563,Mid
40.0,15.962471,60.862471,Mid
40.0,15.76746,29.312121,Mid
40.0,14.967182,19.417182,Mid
40.0,14.942422,14.942422,Mid
40.0,14.904426,28.804426,Mid
40.0,14.375181,14.375181,Mid
40.0,14.358033,14.358033,Mid
40.0,14.279575,19.756077,Mid
40.0,14.046595,39.753957,Mid
40.0,14.018364,21.156715,Mid
40.0,13.508635,13.508635,Mid
40.0,13.395939,35.195939,Mid
40.0,13.391791,33.974421,Mid
40.0,12.082391,12.345883,Mid
40.0,10.664749,24.478613,Mid
40.0,10.330853,17.033431,Mid
40.0,9.652,10.070651,Mid
40.0,7.388654,16.340767,Mid
40.0,7.0,7.0,Mid
40.0,6.738,26.736665,Mid
40.0,6.115824,33.222314,Mid
40.0,5.775076,31.124367,Mid
40.0,5.332621,9.42991,Mid
40.0,4.835968,12.624471,Mid
40.0,4.777007,16.1722,Mid
40.0,4.563029,86.808204,Mid
40.0,3.68856,32.03061,Mid
40.0,2.816518,14.938149,Mid
40.0,1.641825,6.341825,Mid
40.0,0.91584,0.91584,Mid
40.0,0.876671,7.729552,Mid
40.0,0.46373,0.46373,Mid
39.0,59.950623,80.2,Mid
39.0,42.67404,69.538833,Mid
39.0,35.287788,81.150788,Mid
39.0,30.356589,37.956589,Mid
39.0,25.514517,40.31944,Mid
39.0,12.796824,26.796824,Mid
39.0,5.881504,6.429865,Mid
38.0,144.51231,206.458372,Mid
38.0,127.214072,182.365114,Mid
38.0,88.915214,205.298907,Mid
38.0,75.671262,120.0,Mid
38.0,73.921,126.422949,Mid
38.0,71.091594,107.453907,Mid
38.0,60.323786,117.425156,Mid
38.0,58.709717,116.809717,Mid
38.0,53.374681,105.887837,Mid
38.0,50.699241,73.956241,Mid
38.0,42.025135,94.763758,Mid
38.0,40.334024,57.753825,Mid
38.0,39.177215,50.97066,Mid
38.0,34.912982,111.336398,Mid
38.0,31.811527,49.678401,Mid
38.0,26.947624,98.159204,Mid
38.0,24.044532,29.544532,Mid
38.0,22.770864,24.51599,Mid
38.0,21.704844,39.178189,Mid
38.0,21.277892,46.819069,Mid
38.0,18.340051,24.555177,Mid
38.0,17.378193,17.378193,Mid
38.0,16.999934,27.573078,Mid
38.0,16.991902,19.317765,Mid
38.0,12.668325,12.668325,Mid
38.0,12.180032,15.779261,Mid
38.0,10.2293,10.2293,Mid
38.0,7.873007,17.831558,Mid
38.0,6.504442,6.504442,Mid
38.0,3.143056,14.636067,Mid
38.0,0.623374,0.623374,Mid
37.5,41.152203,88.473016,Mid
37.5,16.247159,29.044338,Mid
37.5,9.793406,9.813309,Mid
37.0,192.769854,402.278564,Mid
37.0,109.767581,173.567581,Mid
37.0,92.186262,152.566881,Mid
37.0,72.286779,96.068724,Mid
37.0,69.179066,117.378084,Mid
37.0,60.355347,168.167798,Mid
37.0,48.006762,101.857425,Mid
37.0,44.875481,55.90991,Mid
37.0,33.047633,97.143987,Mid
37.0,30.105968,67.029956,Mid
37.0,22.450975,48.446802,Mid
37.0,21.05203,25.387091,Mid
36.0,68.20819,117.448157,Mid
36.0,55.5,160.0,Mid
36.0,50.269859,65.96775,Mid
36.0,50.159144,50.159144,Mid
36.0,42.024533,57.824533,Mid
36.0,31.84653,59.103794,Mid
36.0,31.84653,59.103794,Mid
36.0,31.016021,85.309093,Mid
36.0,26.5,43.797731,Mid
36.0,23.360779,23.360779,Mid
36.0,14.378353,14.378353,Mid
36.0,13.052741,13.052741,Mid
36.0,12.532777,12.532777,Mid
36.0,2.954405,2.954405,Mid
36.0,1.069334,4.02099,Mid
35.2,37.788228,38.283765,Mid
35.0,328.828874,701.012746,Mid
35.0,277.322503,465.487583,Mid
35.0,255.959475,305.705794,Mid
35.0,251.188924,411.348924,Mid
35.0,206.040085,312.383487,Mid
35.0,171.243005,252.276928,Mid
35.0,144.731527,319.7,Mid
35.0,141.186864,245.3,Mid
35.0,134.50692,175.361578,Mid
35.0,124.74046,326.073155,Mid
35.0,117.538559,212.417601,Mid
35.0,112.692062,197.692062,Mid
35.0,110.2127,141.123897,Mid
35.0,83.299761,114.962525,Mid
35.0,82.258456,139.0,Mid
35.0,81.159365,159.846429,Mid
35.0,79.091969,182.291969,Mid
35.0,78.716374,231.710008,Mid
35.0,73.178547,122.357172,Mid
35.0,68.915888,102.115888,Mid
35.0,64.604977,126.204977,Mid
35.0,63.939454,83.109359,Mid
35.0,63.826569,83.226569,Mid
35.0,63.075011,117.729618,Mid
35.0,61.280963,104.102747,Mid
35.0,60.054449,113.354449,Mid
35.0,59.843754,65.063726,Mid
35.0,59.699513,60.376247,Mid
35.0,56.968169,56.968169,Mid
35.0,55.802754,146.595891,Mid
35.0,55.34073,108.757621,Mid
35.0,54.149098,96.096018,Mid
35.0,52.333738,53.293628,Mid
35.0,50.06585,76.346094,Mid
35.0,49.49206,95.104304,Mid
35.0,48.16991,48.16991,Mid
35.0,47.425125,95.691732,Mid
35.0,45.819713,71.118378,Mid
35.0,43.894863,58.405313,Mid
35.0,43.799818,70.187088,Mid
35.0,41.954997,65.303052,Mid
35.0,40.689393,87.77505,Mid
35.0,40.119709,103.787401,Mid
35.0,39.692139,77.392139,Mid
35.0,39.046489,65.084116,Mid
35.0,37.629831,46.309644,Mid
35.0,37.553932,165.103952,Mid
35.0,37.490007,75.281179,Mid
35.0,37.30603,84.60603,Mid
35.0,36.805288,53.425292,Mid
35.0,36.108758,66.295121,Mid
35.0,34.580201,50.732472,Mid
35.0,34.531832,50.36379,Mid
35.0,34.393507,145.374099,Mid
35.0,33.987757,116.148537,Mid
35.0,33.423,99.423,Mid
35.0,33.422806,33.422806,Mid
35.0,32.519322,111.854182,Mid
35.0,32.0648,70.0648,Mid
35.0,31.598308,68.712365,Mid
35.0,31.445011,57.897191,Mid
35.0,30.691439,77.220596,Mid
35.0,30.353973,81.209222,Mid
35.0,30.307804,30.307804,Mid
35.0,28.687835,52.649951,Mid
35.0,28.317513,54.768418,Mid
35.0,28.087155,86.648359,Mid
35.0,28.087155,86.648359,Mid
35.0,27.10796,27.176976,Mid
35.0,26.63852,73.026302,Mid
35.0,26.61362,26.61362,Mid
35.0,25.888412,35.426759,Mid
35.0,25.266129,37.066129,Mid
35.0,25.078937,25.078937,Mid
35.0,23.483357,28.906817,Mid
35.0,23.365858,28.391473,Mid
35.0,23.083334,25.350747,Mid
35.0,22.913677,24.200318,Mid
35.0,22.46745,82.182803,Mid
35.0,21.198205,47.740743,Mid
35.0,20.275446,31.393201,Mid
35.0,19.701164,37.114977,Mid
35.0,19.478106,64.188387,Mid
35.0,19.389454,33.422485,Mid
35.0,19.294901,25.114901,Mid
35.0,18.317151,20.606053,Mid
35.0,18.306166,29.882645,Mid
35.0,17.630465,39.340177,Mid
35.0,17.616641,48.543388,Mid
35.0,16.862585,41.666476,Mid
35.0,15.325127,15.471969,Mid
35.0,14.99807,63.211088,Mid
35.0,14.47144,14.47144,Mid
35.0,13.305665,61.721826,Mid
35.0,13.264986,13.601109,Mid
35.0,13.103272,27.805632,Mid
35.0,11.989328,12.506188,Mid
35.0,11.405825,24.405825,Mid
35.0,11.001272,31.878891,Mid
35.0,10.508518,18.376443,Mid
35.0,10.319915,10.319915,Mid
35.0,10.275638,12.254746,Mid
35.0,10.219501,13.214051,Mid
35.0,10.161183,61.492104,Mid
35.0,10.161183,61.492104,Mid
35.0,10.14401,15.461638,Mid
35.0,8.323085,29.890402,Mid
35.0,8.050977,10.157534,Mid
35.0,7.659747,11.559747,Mid
35.0,7.4593,42.064105,Mid
35.0,6.864016,28.72047,Mid
35.0,6.670765,43.164679,Mid
35.0,6.630252,16.830252,Mid
35.0,6.448817,6.448817,Mid
35.0,5.781086,32.717063,Mid
35.0,4.651977,4.651977,Mid
35.0,4.212494,11.84601,Mid
35.0,2.221994,2.221994,Mid
35.0,2.0,2.0,Mid
35.0,0.289773,17.967746,Mid
35.0,0.016816,0.786532,Mid
34.8,21.443494,64.626786,Mid
34.0,107.825862,226.977991,Mid
34.0,102.427862,348.319861,Mid
34.0,37.446117,63.802928,Mid
34.0,32.014993,32.014993,Mid
34.0,12.695691,38.361428,Mid
34.0,11.263966,11.263966,Mid
34.0,10.672566,10.672566,Mid
34.0,6.543194,14.291999,Mid
33.5,50.0,50.00013,Mid
33.0,141.340178,236.5,Mid
33.0,117.559438,173.559438,Mid
33.0,51.758599,79.958599,Mid
33.0,46.009673,75.8981,Mid
33.0,35.074677,165.55229,Mid
33.0,34.020814,62.020814,Mid
33.0,33.66437,54.533774,Mid
33.0,28.946615,47.267829,Mid
33.0,28.539757,42.657631,Mid
33.0,20.831465,37.339104,Mid
33.0,17.14208,41.495213,Mid
